"","SP_ID","Int_Name","PA_type","IUCN_CAT","COUNTRY","ISO3","ODA_status","ODA","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"213",1015,"Loreto","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.2834251840125,0.303268082164545,0.71971830255291,0.87881475096712,0.635173785783452,0.288150889328573
"214",1023,"Yungas Inferiores de Pilón Lajas","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.41183043179811,0.733884739239966,0.777541198892009,0.912789769045712,0.548062940467619,0.59907213591445
"215",1343,"Lago Titicaca (Sector Boliviano)","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.232748797820148,0.547143999971311,0.624495118591162,0.817854332330299,0.602088443749379,0.0417153413273124
"216",1013,"Yungas Inferiores de Amboró","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.502611986368293,0.635073393595426,0.802139051322375,0.869384195010407,0.574600382840189,0.432857954419726
"217",1018,"Reserva de Inmovilización Iténez","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.3056863751654,0.680461760392565,0.828076876163109,0.911528351206046,0.713849665940881,0.375091154737437
"218",1028,"Lagunas Rogaguado y Ginebra","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.283642188593967,0.3455714417521,0.693787207746586,0.934067847585906,0.579517420746535,0.135406098383231
"219",1009,"Cuencas de Ríos Caine y Mizque","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.394953098710843,0.542425637134388,0.844768504556021,0.8493221779051,0.591695384180864,0.153776125094634
"220",1017,"Yungas Inferiores de Madidi","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.475078638942239,0.826482172417634,0.812071779066624,0.744180538515325,0.60202890801259,0.702505534022531
"221",1016,"Área Natural de Manejo Integrado San Matías","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.2648338233723,0.481175874735077,0.795450263062841,0.890339100820953,0.888801129374591,0.244907880080322
"222",1022,"Reserva Nacional de Flora y Fauna Tariquía","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.245916128683363,0.69757913388262,0.771021755111192,0.781234669194945,0.539420040311439,0.282223499469691
"223",1012,"Lagunas Salinas del Suroeste de Potosí","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.201898254130356,0.806876495312068,0.69023391727726,0.907993931921295,0.673626261066991,0.00161808250662403
"224",511,"Noel Kempff Mercado National Park","WHS","Not Applicable","Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.350636103326871,0.642298567213137,0.818433527450374,0.901170110268905,0.792112266891336,0.351643408721687
"225",1033,"Este de Río Mamoré","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.282595179095804,0.261108680652467,0.768363765395763,0.909550630344731,0.690219806887252,0.143301605918446
"226",1014,"Lago Poopó y Río Laka Jahuira","KBA",NA,"Bolivia","BOL","Lower Middle Income Countries and Territories","yes",6,0.0494097248762275,0.636854543283233,0.516323266193798,0.888520598842665,0.544076161247323,0.00947416785706969
